帧号,时间(秒),状态,置信度
11975,598.75,open,1.0
11976,598.8,open,1.0
11977,598.85,open,1.0
11978,598.9,open,1.0
11979,598.95,open,1.0
11980,599.0,open,1.0
11981,599.05,open,1.0
11982,599.1,open,1.0
11983,599.15,open,1.0
11984,599.2,open,0.9979
11985,599.25,close,0.7449
11986,599.3,open,0.9997
11987,599.35,open,1.0
11988,599.4,open,1.0
11989,599.45,open,1.0
11990,599.5,open,1.0
11991,599.55,open,0.9999
11992,599.6,open,1.0
11993,599.65,open,1.0
11994,599.7,open,1.0
11995,599.75,open,1.0
11996,599.8,open,1.0
11997,599.85,open,1.0
11998,599.9,open,1.0
11999,599.95,open,1.0
12000,600.0,open,0.9999
12001,600.05,open,1.0
12002,600.1,open,1.0
12003,600.15,open,1.0
12004,600.2,open,1.0
12005,600.25,open,1.0
12006,600.3,open,1.0
12007,600.35,open,1.0
12008,600.4,open,1.0
12009,600.45,open,1.0
12010,600.5,open,1.0
12011,600.55,open,1.0
12012,600.6,open,1.0
12013,600.65,open,1.0
12014,600.7,open,1.0
12015,600.75,open,1.0
12016,600.8,open,1.0
12017,600.85,open,1.0
12018,600.9,open,1.0
12019,600.95,open,1.0
12020,601.0,open,1.0
12021,601.05,open,1.0
12022,601.1,open,1.0
12023,601.15,open,0.9634
12024,601.2,close,0.906
12025,601.25,open,0.9986
12026,601.3,open,1.0
12027,601.35,open,1.0
12028,601.4,open,1.0
12029,601.45,open,1.0
12030,601.5,open,1.0
12031,601.55,open,1.0
12032,601.6,open,1.0
12033,601.65,open,1.0
12034,601.7,open,1.0
12035,601.75,open,1.0
12036,601.8,open,1.0
12037,601.85,open,1.0
12038,601.9,open,1.0
12039,601.95,open,1.0
12040,602.0,open,1.0
12041,602.05,open,1.0
12042,602.1,open,1.0
12043,602.15,open,1.0
12044,602.2,open,1.0
12045,602.25,open,1.0
12046,602.3,open,0.9367
12047,602.35,close,0.9934
12048,602.4,close,0.7387
12049,602.45,open,0.9991
12050,602.5,open,1.0
12051,602.55,open,1.0
12052,602.6,open,1.0
12053,602.65,open,1.0
12054,602.7,open,1.0
12055,602.75,open,1.0
12056,602.8,open,1.0
12057,602.85,open,1.0
12058,602.9,open,1.0
12059,602.95,open,1.0
12060,603.0,open,1.0
12061,603.05,open,1.0
12062,603.1,open,1.0
12063,603.15,open,1.0
12064,603.2,open,1.0
12065,603.25,open,1.0
12066,603.3,open,1.0
12067,603.35,open,1.0
12068,603.4,open,0.9999
12069,603.45,open,0.9999
12070,603.5,open,0.9999
12071,603.55,open,0.9999
12072,603.6,open,0.9999
12073,603.65,open,0.9999
12074,603.7,open,1.0
12075,603.75,open,0.9999
12076,603.8,open,0.9999
12077,603.85,open,0.9999
12078,603.9,open,1.0
12079,603.95,open,0.9999
12080,604.0,open,0.9999
12081,604.05,open,0.9999
12082,604.1,open,0.9999
12083,604.15,open,0.9999
12084,604.2,open,0.9999
12085,604.25,open,0.9999
12086,604.3,open,0.9999
12087,604.35,open,0.9999
12088,604.4,open,0.9999
12089,604.45,open,1.0
12090,604.5,open,1.0
12091,604.55,open,0.9999
12092,604.6,open,1.0
12093,604.65,open,0.9999
12094,604.7,open,1.0
12095,604.75,open,1.0
12096,604.8,open,0.9999
12097,604.85,open,1.0
12098,604.9,open,1.0
12099,604.95,open,1.0
12100,605.0,open,1.0
12101,605.05,open,1.0
12102,605.1,open,1.0
12103,605.15,open,1.0
12104,605.2,open,1.0
12105,605.25,open,1.0
12106,605.3,open,1.0
12107,605.35,open,1.0
12108,605.4,open,1.0
12109,605.45,open,0.9993
12110,605.5,close,0.9976
12111,605.55,close,0.9945
12112,605.6,open,0.9983
12113,605.65,open,1.0
12114,605.7,open,1.0
12115,605.75,open,1.0
12116,605.8,open,1.0
12117,605.85,open,1.0
12118,605.9,open,1.0
12119,605.95,open,1.0
12120,606.0,open,1.0
12121,606.05,open,1.0
12122,606.1,open,1.0
12123,606.15,open,1.0
12124,606.2,open,1.0
12125,606.25,open,1.0
12126,606.3,open,1.0
12127,606.35,open,1.0
12128,606.4,open,1.0
12129,606.45,open,1.0
12130,606.5,open,1.0
12131,606.55,open,1.0
12132,606.6,open,1.0
12133,606.65,open,1.0
12134,606.7,open,1.0
12135,606.75,open,0.9982
12136,606.8,close,0.9945
12137,606.85,close,0.8678
12138,606.9,open,0.9997
12139,606.95,open,1.0
12140,607.0,open,1.0
12141,607.05,open,1.0
12142,607.1,open,1.0
12143,607.15,open,1.0
12144,607.2,open,1.0
12145,607.25,open,1.0
12146,607.3,open,1.0
12147,607.35,open,1.0
12148,607.4,open,1.0
12149,607.45,open,1.0
12150,607.5,open,1.0
12151,607.55,open,1.0
12152,607.6,open,1.0
12153,607.65,open,1.0
12154,607.7,open,1.0
12155,607.75,open,1.0
12156,607.8,open,1.0
12157,607.85,open,1.0
12158,607.9,open,1.0
12159,607.95,open,0.9994
12160,608.0,close,0.9981
12161,608.05,close,0.9905
12162,608.1,open,0.9973
12163,608.15,open,1.0
12164,608.2,open,1.0
12165,608.25,open,1.0
12166,608.3,open,1.0
12167,608.35,open,1.0
12168,608.4,open,0.9999
12169,608.45,open,0.9999
12170,608.5,open,1.0
12171,608.55,open,1.0
12172,608.6,open,1.0
12173,608.65,open,1.0
12174,608.7,open,1.0
12175,608.75,open,0.9999
12176,608.8,open,1.0
12177,608.85,open,1.0
12178,608.9,open,1.0
12179,608.95,open,1.0
12180,609.0,open,0.9999
12181,609.05,open,1.0
12182,609.1,open,1.0
12183,609.15,open,1.0
12184,609.2,open,1.0
12185,609.25,open,1.0
12186,609.3,open,0.9698
12187,609.35,close,0.9965
12188,609.4,close,0.9767
12189,609.45,open,0.9953
12190,609.5,open,1.0
12191,609.55,open,1.0
12192,609.6,open,1.0
12193,609.65,open,1.0
12194,609.7,open,1.0
12195,609.75,open,1.0
12196,609.8,open,1.0
12197,609.85,open,1.0
12198,609.9,open,1.0
12199,609.95,open,1.0
12200,610.0,open,1.0
12201,610.05,open,1.0
12202,610.1,open,1.0
12203,610.15,open,1.0
12204,610.2,open,1.0
12205,610.25,open,1.0
12206,610.3,open,1.0
12207,610.35,open,1.0
12208,610.4,open,1.0
12209,610.45,open,1.0
12210,610.5,close,0.85
12211,610.55,close,0.9959
12212,610.6,open,0.9906
12213,610.65,open,1.0
12214,610.7,open,1.0
12215,610.75,open,1.0
12216,610.8,open,1.0
12217,610.85,open,1.0
12218,610.9,open,1.0
12219,610.95,open,1.0
12220,611.0,open,1.0
12221,611.05,open,1.0
12222,611.1,open,1.0
12223,611.15,open,1.0
12224,611.2,open,1.0
12225,611.25,open,1.0
12226,611.3,open,1.0
12227,611.35,open,1.0
12228,611.4,open,1.0
12229,611.45,open,1.0
12230,611.5,open,1.0
12231,611.55,open,1.0
12232,611.6,open,1.0
12233,611.65,open,1.0
12234,611.7,open,1.0
12235,611.75,open,1.0
12236,611.8,open,0.8233
12237,611.85,close,0.9815
12238,611.9,open,0.9952
12239,611.95,open,1.0
12240,612.0,open,1.0
12241,612.05,open,1.0
12242,612.1,open,1.0
12243,612.15,open,1.0
12244,612.2,open,1.0
12245,612.25,open,1.0
12246,612.3,open,1.0
12247,612.35,open,1.0
12248,612.4,open,1.0
12249,612.45,open,1.0
12250,612.5,open,1.0
12251,612.55,open,1.0
12252,612.6,open,1.0
12253,612.65,open,1.0
12254,612.7,open,1.0
12255,612.75,open,1.0
12256,612.8,open,1.0
12257,612.85,open,1.0
12258,612.9,open,1.0
12259,612.95,open,1.0
12260,613.0,open,0.9782
12261,613.05,close,0.9986
12262,613.1,close,0.9015
12263,613.15,open,0.9997
12264,613.2,open,1.0
12265,613.25,open,1.0
12266,613.3,open,1.0
12267,613.35,open,1.0
12268,613.4,open,1.0
12269,613.45,open,0.9999
12270,613.5,open,1.0
12271,613.55,open,1.0
12272,613.6,open,1.0
12273,613.65,open,0.9999
12274,613.7,open,1.0
12275,613.75,open,1.0
12276,613.8,open,0.9999
12277,613.85,open,0.9999
12278,613.9,open,0.9999
12279,613.95,open,1.0
12280,614.0,open,1.0
12281,614.05,open,1.0
12282,614.1,open,1.0
12283,614.15,open,0.9999
12284,614.2,close,0.9966
12285,614.25,close,0.9981
12286,614.3,open,0.856
12287,614.35,open,0.9999
12288,614.4,open,1.0
12289,614.45,open,1.0
12290,614.5,open,1.0
12291,614.55,open,1.0
12292,614.6,open,1.0
12293,614.65,open,1.0
12294,614.7,open,1.0
12295,614.75,open,1.0
12296,614.8,open,1.0
12297,614.85,open,1.0
12298,614.9,open,1.0
12299,614.95,open,1.0
12300,615.0,open,0.9999
12301,615.05,close,0.9862
12302,615.1,open,0.9956
12303,615.15,open,1.0
12304,615.2,open,1.0
12305,615.25,open,1.0
12306,615.3,open,1.0
12307,615.35,open,1.0
12308,615.4,open,1.0
12309,615.45,open,1.0
12310,615.5,open,1.0
12311,615.55,open,1.0
12312,615.6,close,0.9898
12313,615.65,close,0.9202
12314,615.7,open,0.9993
12315,615.75,open,1.0
12316,615.8,open,1.0
12317,615.85,open,1.0
12318,615.9,open,1.0
12319,615.95,open,1.0
12320,616.0,open,1.0
12321,616.05,open,1.0
12322,616.1,open,1.0
12323,616.15,open,1.0
12324,616.2,open,1.0
12325,616.25,open,1.0
12326,616.3,open,1.0
12327,616.35,open,1.0
12328,616.4,open,1.0
12329,616.45,open,1.0
12330,616.5,open,1.0
12331,616.55,close,0.9909
12332,616.6,close,0.9947
12333,616.65,open,0.542
12334,616.7,open,0.9995
12335,616.75,open,1.0
12336,616.8,open,1.0
12337,616.85,open,1.0
12338,616.9,open,1.0
12339,616.95,open,1.0
12340,617.0,open,0.988
12341,617.05,close,0.9973
12342,617.1,close,0.9977
12343,617.15,open,0.8461
12344,617.2,open,0.9996
12345,617.25,open,1.0
12346,617.3,open,1.0
12347,617.35,open,1.0
12348,617.4,open,1.0
12349,617.45,open,1.0
12350,617.5,open,1.0
12351,617.55,open,1.0
12352,617.6,open,1.0
12353,617.65,open,1.0
12354,617.7,open,1.0
12355,617.75,open,1.0
12356,617.8,open,1.0
12357,617.85,open,1.0
12358,617.9,open,0.9999
12359,617.95,close,0.9974
12360,618.0,close,0.9906
12361,618.05,open,0.9995
12362,618.1,open,1.0
12363,618.15,open,1.0
12364,618.2,open,1.0
12365,618.25,open,1.0
12366,618.3,open,1.0
12367,618.35,open,1.0
12368,618.4,open,1.0
12369,618.45,open,1.0
12370,618.5,open,1.0
12371,618.55,open,1.0
12372,618.6,open,0.9999
12373,618.65,open,0.9999
12374,618.7,open,0.9999
12375,618.75,open,1.0
12376,618.8,open,1.0
12377,618.85,open,1.0
12378,618.9,open,1.0
12379,618.95,open,0.9999
12380,619.0,open,1.0
12381,619.05,open,1.0
12382,619.1,open,1.0
12383,619.15,open,1.0
12384,619.2,open,1.0
12385,619.25,open,1.0
12386,619.3,close,0.9845
12387,619.35,close,0.9963
12388,619.4,open,0.5303
12389,619.45,open,0.9999
12390,619.5,open,1.0
12391,619.55,open,1.0
12392,619.6,open,1.0
12393,619.65,open,1.0
12394,619.7,open,1.0
12395,619.75,open,1.0
12396,619.8,open,0.9999
12397,619.85,open,1.0
12398,619.9,open,1.0
12399,619.95,open,1.0
12400,620.0,open,1.0
12401,620.05,open,1.0
12402,620.1,open,1.0
12403,620.15,open,1.0
12404,620.2,open,1.0
12405,620.25,open,1.0
12406,620.3,open,1.0
12407,620.35,open,1.0
12408,620.4,open,1.0
12409,620.45,open,1.0
12410,620.5,open,1.0
12411,620.55,open,1.0
12412,620.6,close,0.9893
12413,620.65,close,0.9967
12414,620.7,open,0.7002
12415,620.75,open,0.9998
12416,620.8,open,1.0
12417,620.85,open,1.0
12418,620.9,open,1.0
12419,620.95,open,1.0
12420,621.0,open,1.0
12421,621.05,open,1.0
12422,621.1,close,0.9956
12423,621.15,close,0.9965
12424,621.2,open,0.9182
12425,621.25,open,0.9999
12426,621.3,open,1.0
12427,621.35,open,1.0
12428,621.4,open,1.0
12429,621.45,open,1.0
12430,621.5,open,1.0
12431,621.55,open,1.0
12432,621.6,open,1.0
12433,621.65,open,1.0
12434,621.7,open,1.0
12435,621.75,open,1.0
12436,621.8,open,1.0
12437,621.85,open,1.0
12438,621.9,close,0.992
12439,621.95,close,0.9365
12440,622.0,open,0.9981
12441,622.05,open,1.0
12442,622.1,open,1.0
12443,622.15,open,1.0
12444,622.2,open,1.0
12445,622.25,open,1.0
12446,622.3,open,1.0
12447,622.35,open,1.0
12448,622.4,open,1.0
12449,622.45,open,1.0
12450,622.5,open,1.0
12451,622.55,open,1.0
12452,622.6,open,1.0
12453,622.65,open,1.0
12454,622.7,open,1.0
12455,622.75,open,1.0
12456,622.8,open,1.0
12457,622.85,open,1.0
12458,622.9,open,1.0
12459,622.95,open,1.0
12460,623.0,open,1.0
12461,623.05,open,1.0
12462,623.1,open,1.0
12463,623.15,open,1.0
12464,623.2,open,1.0
12465,623.25,open,1.0
12466,623.3,open,1.0
12467,623.35,open,1.0
12468,623.4,open,1.0
12469,623.45,open,0.9526
12470,623.5,close,0.9978
12471,623.55,close,0.9867
12472,623.6,open,0.9963
12473,623.65,open,0.9999
12474,623.7,open,1.0
12475,623.75,open,1.0
12476,623.8,open,1.0
12477,623.85,open,1.0
12478,623.9,open,1.0
12479,623.95,open,1.0
12480,624.0,open,0.9999
12481,624.05,open,0.9999
12482,624.1,open,0.9999
12483,624.15,open,1.0
12484,624.2,open,0.9999
12485,624.25,open,1.0
12486,624.3,open,1.0
12487,624.35,open,1.0
12488,624.4,open,0.9976
12489,624.45,close,0.9641
12490,624.5,open,0.9142
12491,624.55,open,0.9999
12492,624.6,open,1.0
12493,624.65,open,1.0
12494,624.7,open,1.0
12495,624.75,open,1.0
12496,624.8,open,1.0
12497,624.85,open,1.0
12498,624.9,open,1.0
12499,624.95,open,0.9733
12500,625.0,close,0.9976
12501,625.05,close,0.9745
12502,625.1,open,0.9946
12503,625.15,open,0.9999
12504,625.2,open,1.0
12505,625.25,open,1.0
12506,625.3,open,1.0
12507,625.35,open,1.0
12508,625.4,open,1.0
12509,625.45,open,0.9365
12510,625.5,close,0.9972
12511,625.55,close,0.9978
12512,625.6,close,0.9325
12513,625.65,open,0.9978
12514,625.7,open,0.9999
12515,625.75,open,1.0
12516,625.8,open,1.0
12517,625.85,open,1.0
12518,625.9,open,1.0
12519,625.95,open,1.0
12520,626.0,open,1.0
12521,626.05,open,1.0
12522,626.1,open,1.0
12523,626.15,open,1.0
12524,626.2,open,1.0
12525,626.25,open,1.0
12526,626.3,open,1.0
12527,626.35,open,1.0
12528,626.4,open,1.0
12529,626.45,open,1.0
12530,626.5,close,0.6511
12531,626.55,close,0.9969
12532,626.6,close,0.835
12533,626.65,open,0.9996
12534,626.7,open,1.0
12535,626.75,open,1.0
12536,626.8,open,1.0
12537,626.85,open,1.0
12538,626.9,open,1.0
12539,626.95,open,1.0
12540,627.0,open,1.0
12541,627.05,open,1.0
12542,627.1,open,1.0
12543,627.15,open,1.0
12544,627.2,open,1.0
12545,627.25,open,1.0
12546,627.3,open,1.0
12547,627.35,close,0.9736
12548,627.4,open,0.7922
12549,627.45,open,0.9999
12550,627.5,open,1.0
12551,627.55,open,1.0
12552,627.6,open,1.0
12553,627.65,open,1.0
12554,627.7,open,1.0
12555,627.75,open,1.0
12556,627.8,open,1.0
12557,627.85,open,1.0
12558,627.9,open,1.0
12559,627.95,open,1.0
12560,628.0,open,1.0
12561,628.05,open,1.0
12562,628.1,open,1.0
12563,628.15,open,1.0
12564,628.2,open,1.0
12565,628.25,open,1.0
12566,628.3,open,0.9999
12567,628.35,open,1.0
12568,628.4,open,1.0
12569,628.45,open,0.9999
12570,628.5,open,0.9999
12571,628.55,open,0.9999
12572,628.6,open,0.9999
12573,628.65,open,0.9999
12574,628.7,open,1.0
12575,628.75,open,0.9999
12576,628.8,open,0.9999
12577,628.85,open,0.9999
12578,628.9,open,0.9999
12579,628.95,open,0.9999
12580,629.0,open,0.9999
12581,629.05,open,1.0
12582,629.1,open,0.9855
12583,629.15,close,0.9982
12584,629.2,close,0.9878
12585,629.25,open,0.9983
12586,629.3,open,1.0
12587,629.35,open,1.0
12588,629.4,open,0.9999
12589,629.45,open,0.9999
12590,629.5,open,1.0
12591,629.55,open,1.0
12592,629.6,open,1.0
12593,629.65,open,1.0
12594,629.7,open,1.0
12595,629.75,open,1.0
12596,629.8,open,1.0
12597,629.85,open,0.889
12598,629.9,close,0.9866
12599,629.95,open,0.9995
12600,630.0,open,1.0
12601,630.05,open,1.0
12602,630.1,open,1.0
12603,630.15,open,1.0
12604,630.2,open,1.0
12605,630.25,open,1.0
12606,630.3,open,1.0
12607,630.35,open,1.0
12608,630.4,open,1.0
12609,630.45,open,1.0
12610,630.5,open,1.0
12611,630.55,open,1.0
12612,630.6,open,1.0
12613,630.65,open,1.0
12614,630.7,open,1.0
12615,630.75,open,1.0
12616,630.8,open,1.0
12617,630.85,open,1.0
12618,630.9,open,1.0
12619,630.95,open,1.0
12620,631.0,open,1.0
12621,631.05,open,1.0
12622,631.1,open,1.0
12623,631.15,open,1.0
12624,631.2,open,1.0
12625,631.25,open,1.0
12626,631.3,open,1.0
12627,631.35,open,1.0
12628,631.4,open,1.0
12629,631.45,open,1.0
12630,631.5,open,1.0
12631,631.55,open,1.0
12632,631.6,open,1.0
12633,631.65,open,1.0
12634,631.7,open,1.0
12635,631.75,close,0.9971
12636,631.8,close,0.9976
12637,631.85,close,0.9293
12638,631.9,open,0.9996
12639,631.95,open,1.0
12640,632.0,open,1.0
12641,632.05,open,1.0
12642,632.1,open,1.0
12643,632.15,open,1.0
12644,632.2,open,1.0
12645,632.25,open,1.0
12646,632.3,open,1.0
12647,632.35,open,1.0
12648,632.4,open,1.0
12649,632.45,open,1.0
12650,632.5,open,1.0
12651,632.55,open,1.0
12652,632.6,open,1.0
12653,632.65,open,1.0
12654,632.7,open,1.0
12655,632.75,open,1.0
12656,632.8,open,1.0
12657,632.85,open,1.0
12658,632.9,open,1.0
12659,632.95,open,1.0
12660,633.0,open,0.9999
12661,633.05,open,0.9999
12662,633.1,open,1.0
12663,633.15,open,1.0
12664,633.2,open,1.0
12665,633.25,open,1.0
12666,633.3,open,1.0
12667,633.35,open,1.0
12668,633.4,open,1.0
12669,633.45,open,1.0
12670,633.5,close,0.9929
12671,633.55,close,0.998
12672,633.6,open,0.631
12673,633.65,open,0.9997
12674,633.7,open,1.0
12675,633.75,open,1.0
12676,633.8,open,1.0
12677,633.85,open,1.0
12678,633.9,open,0.9999
12679,633.95,open,1.0
12680,634.0,open,1.0
12681,634.05,open,1.0
12682,634.1,open,1.0
12683,634.15,open,1.0
12684,634.2,open,1.0
12685,634.25,open,1.0
12686,634.3,open,1.0
12687,634.35,open,1.0
12688,634.4,open,1.0
12689,634.45,open,1.0
12690,634.5,open,1.0
12691,634.55,open,1.0
12692,634.6,open,1.0
12693,634.65,open,1.0
12694,634.7,open,1.0
12695,634.75,open,1.0
12696,634.8,close,0.9961
12697,634.85,close,0.983
12698,634.9,open,0.9993
12699,634.95,open,1.0
12700,635.0,open,1.0
12701,635.05,open,1.0
12702,635.1,open,1.0
12703,635.15,open,1.0
12704,635.2,open,1.0
12705,635.25,open,1.0
12706,635.3,open,1.0
12707,635.35,open,1.0
12708,635.4,open,1.0
12709,635.45,open,1.0
12710,635.5,open,1.0
12711,635.55,open,1.0
12712,635.6,open,1.0
12713,635.65,open,1.0
12714,635.7,open,1.0
12715,635.75,open,1.0
12716,635.8,open,1.0
12717,635.85,open,1.0
12718,635.9,open,1.0
12719,635.95,open,1.0
12720,636.0,open,1.0
12721,636.05,open,0.9049
12722,636.1,close,0.9986
12723,636.15,close,0.9986
12724,636.2,open,0.8021
12725,636.25,open,0.9998
12726,636.3,open,1.0
12727,636.35,open,1.0
12728,636.4,open,1.0
12729,636.45,open,1.0
12730,636.5,open,1.0
12731,636.55,open,1.0
12732,636.6,open,1.0
12733,636.65,open,1.0
12734,636.7,open,1.0
12735,636.75,open,1.0
12736,636.8,open,1.0
12737,636.85,open,1.0
12738,636.9,open,1.0
12739,636.95,open,1.0
12740,637.0,open,1.0
12741,637.05,open,1.0
12742,637.1,open,1.0
12743,637.15,open,1.0
12744,637.2,open,1.0
12745,637.25,open,1.0
12746,637.3,open,1.0
12747,637.35,open,1.0
12748,637.4,open,1.0
12749,637.45,open,1.0
12750,637.5,open,1.0
12751,637.55,open,1.0
12752,637.6,open,1.0
12753,637.65,open,1.0
12754,637.7,open,1.0
12755,637.75,open,1.0
12756,637.8,open,1.0
12757,637.85,open,0.9999
12758,637.9,open,1.0
12759,637.95,open,1.0
12760,638.0,open,0.998
12761,638.05,open,0.9999
12762,638.1,open,1.0
12763,638.15,open,1.0
12764,638.2,open,0.9999
12765,638.25,open,0.9999
12766,638.3,open,1.0
12767,638.35,open,1.0
12768,638.4,open,0.9999
12769,638.45,open,1.0
12770,638.5,open,0.9999
12771,638.55,open,1.0
12772,638.6,open,1.0
12773,638.65,open,1.0
12774,638.7,open,1.0
12775,638.75,close,0.9972
12776,638.8,close,0.9647
12777,638.85,open,0.9999
12778,638.9,open,1.0
12779,638.95,open,1.0
12780,639.0,open,1.0
12781,639.05,open,1.0
12782,639.1,open,1.0
12783,639.15,open,1.0
12784,639.2,open,1.0
12785,639.25,open,1.0
12786,639.3,open,1.0
12787,639.35,open,1.0
12788,639.4,open,1.0
12789,639.45,open,1.0
12790,639.5,open,1.0
12791,639.55,open,1.0
12792,639.6,open,1.0
12793,639.65,open,1.0
12794,639.7,open,1.0
12795,639.75,open,1.0
12796,639.8,open,1.0
12797,639.85,close,0.7842
12798,639.9,close,0.997
12799,639.95,close,0.8287
12800,640.0,open,0.9997
12801,640.05,open,1.0
12802,640.1,open,1.0
12803,640.15,open,1.0
12804,640.2,open,1.0
12805,640.25,open,1.0
12806,640.3,open,1.0
12807,640.35,open,1.0
12808,640.4,open,1.0
12809,640.45,open,1.0
12810,640.5,open,1.0
12811,640.55,open,0.9857
12812,640.6,close,0.9968
12813,640.65,close,0.5415
12814,640.7,open,0.9998
12815,640.75,open,1.0
12816,640.8,open,1.0
12817,640.85,open,1.0
12818,640.9,open,1.0
12819,640.95,open,1.0
12820,641.0,open,1.0
12821,641.05,open,1.0
12822,641.1,open,1.0
12823,641.15,open,1.0
12824,641.2,open,1.0
12825,641.25,open,1.0
12826,641.3,open,1.0
12827,641.35,open,1.0
12828,641.4,open,1.0
12829,641.45,open,1.0
12830,641.5,open,1.0
12831,641.55,open,1.0
12832,641.6,open,1.0
12833,641.65,open,0.9996
12834,641.7,close,0.9735
12835,641.75,open,0.9764
12836,641.8,open,0.9999
12837,641.85,open,1.0
12838,641.9,open,1.0
12839,641.95,open,1.0
12840,642.0,open,1.0
12841,642.05,open,1.0
12842,642.1,open,1.0
12843,642.15,open,1.0
12844,642.2,open,1.0
12845,642.25,open,1.0
12846,642.3,open,1.0
12847,642.35,open,1.0
12848,642.4,open,1.0
12849,642.45,open,1.0
12850,642.5,open,0.9999
12851,642.55,open,1.0
12852,642.6,open,0.9999
12853,642.65,open,0.9999
12854,642.7,open,0.9999
12855,642.75,open,1.0
12856,642.8,open,0.9947
12857,642.85,close,0.999
12858,642.9,close,0.9989
12859,642.95,open,0.5651
